0,1193,2,0,4
9,661,3,0,0
11,914,1,0,18
14,3408,0,0,0
21,2355,0,0,0
35,1197,0,2,13
45,1287,0,4,2
49,2804,0,0,0
54,594,3,4,18
58,919,0,1,3
68,595,0,4,19
76,938,0,0,18
78,2398,0,0,0
81,2918,0,0,0
89,1035,1,0,18
93,2791,0,0,0
99,2687,0,0,0
101,2018,0,0,0
105,3105,0,0,0
112,2797,0,0,0
120,2321,0,0,0
131,720,0,0,16
138,1270,1,0,18
148,527,1,2,1
160,2340,0,0,0
162,48,1,0,18
167,1097,0,0,16
180,1721,0,0,0
188,1545,0,0,0
190,745,1,2,14
194,2294,0,0,0
199,3186,0,0,0
201,1566,0,0,0
205,588,1,0,19
213,1907,0,0,0
215,783,1,0,19
217,1836,0,0,0
219,1022,2,1,11
223,2762,0,0,0
237,150,0,0,18
244,1,1,2,15
255,1961,0,0,0
261,1962,0,0,0
264,2692,0,0,0
275,260,1,2,15
291,1028,1,0,17
296,1029,0,2,14
299,1207,0,4,19
303,2028,0,0,0
319,531,3,0,19
322,3114,0,0,0
330,608,2,1,9
341,1246,0,0,18
346,1357,1,2,13
350,3068,0,0,0
351,1537,0,0,0
353,647,0,2,9
354,2194,0,0,0
356,648,4,1,11
370,2268,0,0,0
379,2628,0,0,0
389,1103,0,1,16
390,2916,0,0,0
402,3468,0,0,0
405,1210,0,2,13
422,1792,0,0,0
425,1687,0,0,0
427,1213,1,0,16
437,3578,0,0,0
449,2881,0,0,0
453,3030,0,0,0
455,1217,3,0,17
464,434,1,0,18
469,2126,0,0,0
471,3107,0,0,0
476,3108,0,0,0
483,3035,0,0,0
485,1253,0,0,18
489,1610,0,0,0
499,292,0,4,13
503,2236,0,0,0
504,3071,0,0,0
505,902,1,1,3
511,368,0,2,7
520,1259,3,2,13
530,3147,0,0,0
536,1544,0,0,0
544,1293,2,0,18
546,1188,0,0,18
552,3255,0,0,0
559,3256,0,0,0
567,3257,0,0,0
572,110,4,2,14
587,2278,0,0,0
593,2490,0,0,0
600,1834,0,0,0
601,3471,0,0,0
608,589,0,2,1
622,1690,0,0,0
627,3654,0,0,0
629,2852,0,0,0
630,1945,0,0,0
631,982,1,4,18
632,1873,0,0,0
634,2858,0,0,0
655,1225,1,2,13
679,515,1,3,8
682,442,0,2,9
687,2312,0,0,0
690,265,3,1,5
693,1408,0,3,8
698,1084,0,1,2
701,3699,0,0,0
708,480,1,0,19
726,1442,0,0,16
727,2067,0,0,0
729,1265,2,0,19
745,1370,3,0,19
762,1801,0,0,0
766,1372,2,4,9
772,2353,0,0,0
776,3334,0,0,0
779,2427,0,0,0
783,590,0,0,16
793,1196,1,2,13
809,1552,0,0,0
814,736,0,1,2
819,1198,1,0,16
836,593,3,4,19
851,2359,0,0,0
854,95,0,0,18
858,2717,0,0,0
863,2571,0,0,0
880,1917,0,0,0
884,2396,0,0,0
896,3735,0,0,0
897,1953,0,0,0
901,1597,0,0,0
906,3809,0,0,0
912,1954,0,0,0
918,1955,0,0,0
920,235,0,0,13
923,1124,3,2,7
925,1957,0,0,0
927,163,2,0,19
933,21,3,0,0
937,165,0,4,19
952,1090,0,0,17
957,380,1,0,19
966,2501,0,0,0
971,349,1,2,13
977,457,2,2,15
988,1096,0,1,3
989,920,1,0,9
995,459,4,2,15
997,1527,0,0,0
1008,3418,0,0,0
1020,1385,2,0,18
1022,3451,0,0,0
1024,3095,0,0,0
1026,780,3,0,9
1036,498,1,2,1
1037,2728,0,0,0
1038,2002,0,0,0
1047,1784,0,0,0
1057,2943,0,0,0
1058,2006,0,0,0
1066,318,3,2,13
1086,1968,0,0,0
1094,3678,0,0,0
1095,1244,3,2,7
1098,356,0,0,19
1106,1245,0,4,2
1112,3893,0,0,0
1113,1247,0,0,9
1120,3421,0,0,0
1124,1641,0,0,0
1140,1394,0,0,19
1147,3534,0,0,0
1150,104,4,2,13
1156,2735,0,0,0
1175,1431,2,1,11
1177,3868,0,0,0
1180,1079,3,0,18
1184,2997,0,0,0
1195,1615,0,0,0
1197,1291,1,4,19
1219,653,2,4,18
1223,2167,0,0,0
1225,1580,0,0,0
1240,3619,0,0,0
1286,1049,2,2,15
1289,1261,3,0,18
1292,552,1,0,18
1329,1266,1,1,18
1331,733,0,0,18
1406,1378,0,4,19
1423,1379,2,0,19
1425,3552,0,0,0
1431,1304,1,0,19
1444,2470,0,0,0
1450,3168,0,0,0
1451,2617,0,0,0
1465,3671,0,0,0
1476,2871,0,0,0
1479,2115,0,0,0
1494,1136,1,0,12
1500,2081,0,0,0
1528,2951,0,0,0
1531,1214,0,2,7
1539,1036,2,2,1
1659,3702,0,0,0
1664,2366,0,0,0
1667,1387,3,1,5
1675,3527,0,0,0
1683,1201,2,4,19
1698,2947,0,0,0
1703,1240,0,1,2
1714,2987,0,0,0
1724,2333,0,0,0
1725,1175,2,2,9
1726,39,2,4,19
1732,288,3,2,14
1737,2337,0,0,0
1738,1535,0,0,0
1740,1392,0,1,16
1750,1466,2,0,18
1754,860,4,0,19
1755,1683,0,0,0
1757,866,0,0,19
1760,1684,0,0,0
1773,2770,0,0,0
1778,215,3,0,16
1779,1759,0,0,0
1780,501,2,2,13
1793,506,1,0,19
1795,1250,1,2,1
1798,3793,0,0,0
1808,509,0,1,4
1809,41,0,0,19
1820,2058,0,0,0
1824,3799,0,0,0
1836,47,0,2,1
1846,2700,0,0,0
1851,296,2,2,1
1863,581,1,2,13
1864,1617,0,0,0
1875,728,0,4,18
1876,299,0,4,18
1877,3079,0,0,0
1878,2560,0,0,0
1879,1909,0,0,0
1893,224,0,4,19
1894,3728,0,0,0
1895,229,3,1,3
1896,6,1,1,5
1900,3006,0,0,0
1926,1046,0,0,18
1930,800,4,2,13
1931,50,0,1,6
1943,52,3,2,13
1945,1191,0,0,19
1946,1192,0,0,9
1955,3081,0,0,0
1960,377,3,0,12
1975,1268,3,4,19
1976,3083,0,0,0
1981,3513,0,0,0
1983,2428,0,0,0
2000,2282,0,0,0
2004,3514,0,0,0
2005,1554,0,0,0
2006,1912,0,0,0
2028,2716,0,0,0
2035,1485,0,2,9
2061,2289,0,0,0
2065,162,0,2,13
2070,1127,2,3,8
2078,3016,0,0,0
2081,2070,0,0,0
2082,1704,0,0,0
2093,3163,0,0,0
2094,2437,0,0,0
2095,2291,0,0,0
2101,1635,0,0,0
2105,1279,3,3,8
2106,2721,0,0,0
2107,2723,0,0,0
2111,1921,0,0,0
2117,2725,0,0,0
2118,1923,0,0,0
2128,2580,0,0,0
2130,3386,0,0,0
2134,3744,0,0,0
2137,968,3,4,2
2140,896,0,0,18
2141,3020,0,0,0
2143,1788,0,0,0
2161,176,0,4,19
2162,461,1,2,13
2174,1429,1,1,9
2177,2159,0,0,0
2178,1715,0,0,0
2179,1643,0,0,0
2181,3249,0,0,0
2184,3176,0,0,0
2189,1719,0,0,0
2190,2806,0,0,0
2192,2734,0,0,0
2194,1649,0,0,0
2195,321,4,3,8
2196,2013,0,0,0
2197,3100,0,0,0
2200,2952,0,0,0
2212,1794,0,0,0
2213,2599,0,0,0
2220,1500,0,0,0
2232,2959,0,0,0
2240,1509,0,0,0
2249,1722,0,0,0
2255,1650,0,0,0
2257,908,1,0,19
2277,1653,0,0,0
2285,2384,0,0,0
2288,1729,0,0,0
2292,3476,0,0,0
2293,2890,0,0,0
2296,3113,0,0,0
2315,16,2,3,8
2324,2029,0,0,0
2325,194,3,0,9
2326,551,0,4,19
2332,1513,0,0,0
2334,3046,0,0,0
2335,2318,0,0,0
2336,1517,0,0,0
2341,1089,0,0,18
2347,3260,0,0,0
2352,913,0,4,19
2356,1730,0,0,0
2365,3409,0,0,0
2367,2607,0,0,0
2368,1449,1,1,11
2369,1732,0,0,0
2374,1733,0,0,0
2375,2390,0,0,0
2377,1734,0,0,0
2378,3266,0,0,0
2380,3267,0,0,0
2394,3624,0,0,0
2401,2395,0,0,0
2404,1594,0,0,0
2406,2683,0,0,0
2414,412,2,3,8
2418,2759,0,0,0
2420,994,3,4,19
2424,1884,0,0,0
2427,1885,0,0,0
2430,272,0,2,14
2432,24,0,0,9
2436,3051,0,0,0
2437,348,1,2,4
2439,2323,0,0,0
2440,1093,3,0,9
2441,29,2,2,15
2444,562,2,2,7
2446,1095,2,0,9
2458,1529,0,0,0
2471,2188,0,0,0
2473,497,1,2,11
2474,202,0,0,13
2475,1747,0,0,0
2479,2908,0,0,0
2509,1966,0,0,0
2511,3499,0,0,0
2514,353,2,2,4
2518,32,2,0,18
2526,1243,1,2,13
2529,1897,0,0,0
2530,1171,0,2,15
2532,3786,0,0,0
2534,34,3,2,13
2548,357,1,0,4
2554,36,2,0,19
2557,714,4,3,13
2558,2406,0,0,0
2563,1101,1,3,8
2567,3717,0,0,0
2574,1030,4,0,12
2576,1688,0,0,0
2594,364,2,0,4
2601,3501,0,0,0
2604,3072,0,0,0
2635,3074,0,0,0
2642,3508,0,0,0
2662,1043,1,2,9
2713,597,0,0,12
2719,383,1,4,13
2720,2506,0,0,0
2722,3524,0,0,0
2727,1569,0,0,0
2746,2082,0,0,0
2750,3600,0,0,0
2751,3604,0,0,0
2752,2802,0,0,0
2757,3536,0,0,0
2775,3753,0,0,0
2783,3682,0,0,0
2784,2017,0,0,0
2785,3685,0,0,0
2787,3610,0,0,0
2788,1296,1,4,19
2790,838,4,0,19
2793,1007,2,0,18
2794,1947,0,0,0
2797,2966,0,0,0
2799,266,2,4,19
2806,17,2,1,9
2818,1441,0,2,13
2823,1088,0,3,8
2826,912,3,2,13
2833,199,3,0,19
2844,1806,0,0,0
2852,2469,0,0,0
2866,2100,0,0,0
2874,1959,0,0,0
2888,1380,0,1,3
2897,569,1,0,13
2898,1674,0,0,0
2901,3565,0,0,0
2927,861,3,3,8
3061,1997,0,0,0
3089,1573,0,0,0
3111,474,2,1,3
3158,1221,1,2,13
3223,2336,0,0,0
3232,3425,0,0,0
3246,1393,0,0,18
3250,1682,0,0,0
3272,508,2,0,12
3274,3213,0,0,0
3276,42,4,0,18
3277,650,0,4,19
3279,3500,0,0,0
3300,3148,0,0,0
3305,2702,0,0,0
3313,1476,0,0,9
3338,1693,0,0,0
3346,151,0,1,9
3358,510,1,0,9
3359,4,3,4,18
3387,1621,0,0,0
3423,3155,0,0,0
